product_id,customer_id,product_category,customer_segment,sales,discount,date
97,668,B,X,924,0.00953911,03-05-2025
62,605,C,Y,595,0.224216527,04-05-2025
2,134,B,Y,249,0.130342111,05-05-2025
48,922,C,X,582,0.241386429,06-05-2025
44,708,C,Z,471,0.08014547,07-05-2025
91,263,B,Z,705,0.04532378,08-05-2025
16,533,C,Z,723,0.163752406,09-05-2025
69,523,D,Y,655,0.201442828,10-05-2025
75,770,D,Z,409,0.237175507,11-05-2025
86,40,A,X,772,0.04912852,12-05-2025
40,378,D,Y,961,0.051860306,13-05-2025
95,534,D,Y,863,0.263384089,14-05-2025
87,718,D,Z,647,0.079408042,15-05-2025
1,678,D,Z,563,0.121507143,16-05-2025
82,268,C,X,137,0.113403409,17-05-2025
59,695,D,Y,282,0.070077224,18-05-2025
13,282,A,X,826,0.073129568,19-05-2025
92,758,C,X,392,0.149311136,20-05-2025
44,581,B,X,648,0.11711386,21-05-2025
55,746,B,X,511,0.074800687,22-05-2025
48,129,C,Y,995,0.094232477,23-05-2025
23,735,C,X,862,0.280972751,24-05-2025
32,245,D,Z,743,0.015252262,25-05-2025
35,358,C,X,266,0.224871945,26-05-2025
99,733,C,Z,598,0.07428194,27-05-2025
43,10,B,X,450,0.241962048,28-05-2025
69,128,C,X,816,0.145596712,29-05-2025
63,210,A,Y,263,0.076064066,30-05-2025
37,703,D,Y,301,0.01462735,31-05-2025
84,784,C,Z,534,0.269665734,01-06-2025
45,310,B,Z,786,0.168639491,02-06-2025
82,308,A,Z,578,0.045046382,03-06-2025
71,886,A,Z,216,0.198524247,04-06-2025
7,424,C,Z,701,0.040815502,05-06-2025
49,593,C,Y,475,0.143976551,06-06-2025
10,236,C,X,418,0.061351256,07-06-2025
29,281,D,Y,881,0.105128008,08-06-2025
78,763,B,Y,871,0.258359267,09-06-2025
57,679,C,X,132,0.179568934,10-06-2025
10,999,A,X,688,0.277065844,11-06-2025
86,684,C,Y,723,0.267043448,12-06-2025
67,18,A,Y,283,0.158714946,13-06-2025
10,301,C,X,864,0.120615824,14-06-2025
37,438,A,Y,992,0.039996213,15-06-2025
29,533,A,X,159,0.06639328,16-06-2025
65,10,D,Y,533,0.068954471,17-06-2025
75,416,C,Z,526,0.090199152,18-06-2025
14,136,C,Y,134,0.184205804,19-06-2025
3,91,C,X,447,0.065779771,20-06-2025
38,56,D,X,962,0.134451766,21-06-2025
72,343,A,X,129,0.096921296,22-06-2025
88,481,A,X,,,23-06-2025
95,773,A,Z,688,0.035464075,24-06-2025
82,531,C,X,140,0.169896276,25-06-2025
4,340,B,Z,453,0.273985388,26-06-2025
99,558,C,Y,107,0.095443422,27-06-2025
81,651,A,Z,525,0.222861526,28-06-2025
83,608,B,X,856,0.236982977,29-06-2025
51,135,C,X,636,0.048299669,30-06-2025
62,492,A,Y,644,0.009939515,01-07-2025
83,116,A,Y,843,0.173335008,02-07-2025
29,362,C,Z,773,0.296966757,03-07-2025
36,775,C,Z,847,0.124284994,04-07-2025
54,742,A,X,708,0.077887383,05-07-2025
27,364,A,Z,424,0.17215466,06-07-2025
43,358,C,Y,830,0.252572037,07-07-2025
47,432,A,X,427,0.020400773,08-07-2025
70,730,D,X,598,0.004535904,09-07-2025
29,915,A,Z,938,0.015602155,10-07-2025
44,272,A,X,505,0.006019006,11-07-2025
84,754,D,Y,657,0.150365173,12-07-2025
63,221,B,Y,255,0.296932902,13-07-2025
75,240,C,Y,108,0.118753522,14-07-2025
75,774,B,Y,417,0.106286419,15-07-2025
10,648,C,Z,194,0.140577203,16-07-2025
92,397,A,Z,615,0.002103473,17-07-2025
76,188,B,Z,168,0.036314048,18-07-2025
97,997,B,Z,880,0.064687929,19-07-2025
39,689,D,Y,745,0.091546842,20-07-2025
32,276,D,X,281,0.023983003,21-07-2025
23,104,B,X,378,0.00828779,22-07-2025
92,929,A,X,601,0.108837595,23-07-2025
58,310,C,Z,722,0.14331404,24-07-2025
22,581,C,X,134,0.228464445,25-07-2025
98,510,A,X,159,0.054141573,26-07-2025
62,691,D,X,389,0.178430601,27-07-2025
42,555,A,X,923,0.071600285,28-07-2025
42,318,B,Y,410,0.025865882,29-07-2025
24,310,A,X,585,0.196097866,30-07-2025
53,968,B,X,645,0.041802293,31-07-2025
24,693,C,Y,989,0.037438855,01-08-2025
73,643,D,X,558,0.059552607,02-08-2025
42,747,D,Z,617,0.059754323,03-08-2025
61,792,D,Z,223,0.157330293,04-08-2025
48,614,D,Y,579,0.061614294,05-08-2025
16,141,D,Y,920,0.194712723,06-08-2025
37,109,A,X,218,0.032783481,07-08-2025
66,289,A,X,966,0.091574747,08-08-2025
95,618,A,Z,790,0.260207586,09-08-2025
43,353,A,Y,334,0.243276859,10-08-2025
1,964,A,Z,287,0.293222442,11-08-2025
84,22,D,Z,511,0.082457747,12-08-2025
7,668,C,X,104,0.278301991,13-08-2025
94,347,A,X,708,0.234145021,14-08-2025
68,830,B,X,149,0.296362575,15-08-2025
32,772,B,X,715,0.129715928,16-08-2025
30,758,B,Y,605,0.097580779,17-08-2025
17,119,D,X,969,0.02482391,18-08-2025
68,299,C,Y,847,0.219126913,19-08-2025
27,486,C,Y,367,0.137100462,20-08-2025
7,463,B,Y,648,0.185855308,21-08-2025
12,477,C,Z,804,0.166263792,22-08-2025
82,470,C,Y,971,0.194850423,23-08-2025
56,822,A,X,741,0.0681827,24-08-2025
44,354,C,Y,657,0.016168333,25-08-2025
68,919,D,Y,252,0.06457776,26-08-2025
21,557,A,X,777,0.091115107,27-08-2025
92,917,A,X,956,0.075226313,28-08-2025
93,904,B,Y,147,0.198459282,29-08-2025
15,285,A,Z,377,0.153090366,30-08-2025
15,203,D,Z,156,0.048490838,31-08-2025
81,715,D,Y,730,0.222273376,01-09-2025
64,82,A,Y,790,0.263364145,02-09-2025
44,13,A,Z,356,0.218608376,03-09-2025
28,482,B,X,764,0.120108422,04-09-2025
88,927,A,X,836,0.207973846,05-09-2025
21,559,C,Y,258,0.100850844,06-09-2025
24,982,D,Z,310,0.056725584,07-09-2025
35,243,D,Y,671,0.148437448,08-09-2025
33,719,B,Z,211,0.262919595,09-09-2025
66,807,B,Z,800,0.173113805,10-09-2025
23,834,B,Y,804,0.142340173,11-09-2025
22,446,B,X,502,0.131251413,12-09-2025
58,887,A,X,798,0.045427192,13-09-2025
69,452,C,Y,433,0.022040752,14-09-2025
46,295,C,Y,942,0.153632639,15-09-2025
40,32,D,Z,939,0.076387139,16-09-2025
25,860,C,Y,949,0.034449934,17-09-2025
87,956,B,Z,364,0.200839797,18-09-2025
18,151,A,Y,654,0.224035324,19-09-2025
53,657,C,Y,703,0.207775191,20-09-2025
91,117,B,Y,174,0.136061749,21-09-2025
9,246,B,Y,148,0.080077048,22-09-2025
6,298,D,Z,652,0.273129269,23-09-2025
98,719,C,Z,641,0.219539508,24-09-2025
87,370,C,X,847,0.284296822,25-09-2025
83,354,A,Z,126,0.132810776,26-09-2025
11,548,C,X,317,0.222888653,27-09-2025
63,973,B,Y,980,0.122276932,28-09-2025
30,633,D,Z,922,0.033983233,29-09-2025
12,161,C,X,815,0.005432749,30-09-2025
31,838,B,n,,0.109972328,01-10-2025
72,422,A,Y,766,0.200139881,02-10-2025
59,658,B,Y,520,0.220087535,03-10-2025
95,969,C,Y,244,0.003135428,04-10-2025
43,127,B,Z,721,0.026540665,05-10-2025
86,694,B,X,300,0.008418464,06-10-2025
72,84,A,Y,560,0.012445553,07-10-2025
26,826,B,Z,361,0.236819297,08-10-2025
55,382,C,X,265,0.006706865,09-10-2025
84,521,B,Z,615,0.217288274,10-10-2025
26,654,B,Y,478,0.107189827,11-10-2025
46,310,D,Z,455,0.101549059,12-10-2025
4,521,A,Z,462,0.216787211,13-10-2025
85,355,C,X,945,0.01484563,14-10-2025
84,686,A,X,512,0.160649494,15-10-2025
38,454,C,Y,955,0.203483545,16-10-2025
34,402,A,X,665,0.210195866,17-10-2025
61,512,A,Z,330,0.047535359,18-10-2025
90,915,D,Y,861,0.022159404,19-10-2025
8,66,B,Z,970,0.095335138,20-10-2025
61,263,B,Y,208,0.076681033,21-10-2025
38,219,D,Y,252,0.0788116,22-10-2025
85,377,D,X,283,0.260691827,23-10-2025
99,268,B,Y,465,0.171618877,24-10-2025
17,763,D,X,657,0.075460628,25-10-2025
46,170,D,Y,929,0.117557059,26-10-2025
40,253,B,Z,678,0.242472398,27-10-2025
34,717,B,X,909,0.086057331,28-10-2025
98,995,B,Y,150,0.176486785,29-10-2025
66,393,B,Y,510,0.092211544,30-10-2025
74,94,D,Z,431,0.22288027,31-10-2025
88,254,B,Y,142,0.206057465,01-11-2025
69,91,B,Y,869,0.259895433,02-11-2025
25,319,D,Z,713,0.282658277,03-11-2025
7,788,B,Z,189,0.264120982,04-11-2025
98,264,C,X,803,0.120891124,05-11-2025
61,189,B,Y,656,0.064707309,06-11-2025
89,722,C,X,284,0.126617222,07-11-2025
62,592,C,Z,961,0.04758207,08-11-2025
60,327,A,X,905,0.211394481,09-11-2025
75,354,C,Z,204,0.142745322,10-11-2025
30,291,C,Z,963,0.0108629,11-11-2025
29,553,A,Z,841,0.055302986,12-11-2025
25,770,C,Y,921,0.085821252,13-11-2025
4,79,A,Z,824,0.282473651,14-11-2025
83,665,C,Z,675,0.264914681,15-11-2025
22,100,B,Y,171,0.174237307,16-11-2025
7,454,C,Z,105,0.134180572,17-11-2025
85,988,C,Z,551,0.084585142,18-11-2025
22,576,A,Z,372,0.054895293,19-11-2025
28,542,C,Y,632,0.161332162,20-11-2025
27,750,A,X,551,0.182542483,21-11-2025
90,321,A,Y,710,0.010429259,22-11-2025
65,584,D,X,478,0.056723894,23-11-2025
4,443,D,Y,257,0.217590241,24-11-2025
54,304,A,X,479,0.211349575,25-11-2025
38,67,C,Y,830,0.007503448,26-11-2025
8,555,D,Z,943,0.247847037,27-11-2025
81,85,B,X,787,0.06740794,28-11-2025
76,351,D,Z,991,0.266563744,29-11-2025
12,260,A,Y,119,0.21618972,30-11-2025
3,999,A,Z,479,0.27389264,01-12-2025
55,80,C,X,268,0.298921911,02-12-2025
6,84,D,X,260,0.196701427,03-12-2025
18,590,A,X,857,0.03677859,04-12-2025
79,930,D,Z,237,0.093534955,05-12-2025
6,745,D,Z,792,0.069457695,06-12-2025
79,29,D,X,533,0.102677077,07-12-2025
82,958,B,X,936,0.11400574,08-12-2025
31,663,C,Y,942,0.154453195,09-12-2025
99,453,A,Y,289,0.168816925,10-12-2025
4,983,B,Z,951,0.079743969,11-12-2025
1,642,C,Y,335,0.157238197,12-12-2025
94,433,B,Z,513,0.218918428,13-12-2025
45,239,C,X,279,0.146112702,14-12-2025
45,419,D,X,167,0.197677113,15-12-2025
62,706,A,Y,792,0.286907971,16-12-2025
1,851,A,Z,876,0.099588325,17-12-2025
18,995,B,Y,343,0.209037745,18-12-2025
30,560,C,Y,779,0.034176334,19-12-2025
92,502,D,Y,415,0.246982567,20-12-2025
35,102,C,Z,993,0.251131929,21-12-2025
60,531,D,Z,678,0.03427181,22-12-2025
22,675,B,Y,159,0.053432796,23-12-2025
64,374,C,Y,201,0.295900297,24-12-2025
95,820,B,Z,508,0.221311335,25-12-2025
18,38,B,Z,456,0.222634977,26-12-2025
39,326,B,Y,129,0.020337554,27-12-2025
80,818,C,X,450,0.288386994,28-12-2025
2,454,C,X,436,0.235156482,29-12-2025
16,197,D,Y,749,0.036706871,30-12-2025
87,433,B,Z,491,0.122117608,31-12-2025
18,556,C,X,669,0.291004742,01-01-2026
54,770,C,Y,597,0.134101823,02-01-2026
23,779,D,Y,997,0.133134635,03-01-2026
78,788,B,Z,323,0.24881423,04-01-2026
48,585,D,X,622,0.162465568,05-01-2026
67,795,A,Y,493,0.112534104,06-01-2026
12,818,B,Y,268,0.142822783,07-01-2026
10,364,B,Z,131,0.05071217,08-01-2026
41,867,B,X,,,09-01-2026
55,196,D,Y,234,0.187627857,10-01-2026
52,907,B,Y,991,0.115069784,11-01-2026
48,376,A,Z,960,0.23805617,12-01-2026
5,899,D,Y,861,0.075595133,13-01-2026
11,19,B,Z,741,0.248406023,14-01-2026
7,800,A,X,115,0.187750926,15-01-2026
45,548,A,Y,962,0.157814625,16-01-2026
73,477,A,Y,879,0.122525032,17-01-2026
9,561,A,X,216,0.000506943,18-01-2026
73,814,A,Z,323,0.277229973,19-01-2026
19,359,C,Z,658,0.230193619,20-01-2026
3,6,A,Y,793,0.042920474,21-01-2026
70,70,A,X,332,0.258287957,22-01-2026
94,316,C,Y,693,0.103030448,23-01-2026
30,479,B,X,422,0.209630157,24-01-2026
28,242,C,Y,148,0.031797093,25-01-2026
18,295,C,Y,589,0.289833722,26-01-2026
59,992,C,Z,854,0.154345293,27-01-2026
12,329,C,X,271,0.106552715,28-01-2026
50,945,C,X,993,0.201305071,29-01-2026
73,711,B,X,792,0.297250318,30-01-2026
89,719,C,Z,652,0.263230735,31-01-2026
4,387,D,Y,799,0.043363755,01-02-2026
12,278,C,Z,584,0.096182681,02-02-2026
58,194,C,Z,186,0.135054205,03-02-2026
51,148,B,X,673,0.298250779,04-02-2026
16,603,C,Y,509,0.163341898,05-02-2026
58,152,C,Z,170,0.262256284,06-02-2026
4,878,D,Y,595,0.100487973,07-02-2026
61,888,D,Y,923,0.259841655,08-02-2026
40,328,C,Z,213,0.175073364,09-02-2026
86,538,D,Z,248,0.053829484,10-02-2026
30,154,A,Z,832,0.260919225,11-02-2026
54,905,A,Y,976,0.12526232,12-02-2026
68,826,A,Y,618,0.129426902,13-02-2026
57,205,B,Y,617,0.038204183,14-02-2026
76,346,D,X,638,0.065922606,15-02-2026
80,224,B,Y,670,0.222148236,16-02-2026
46,263,A,X,597,0.040533637,17-02-2026
91,245,B,Z,854,0.264032116,18-02-2026
80,99,D,Z,756,0.27332104,19-02-2026
98,936,D,Y,443,0.249964518,20-02-2026
12,204,C,Z,639,0.119386825,21-02-2026
6,412,A,Y,221,0.047992328,22-02-2026
31,173,C,Y,637,0.126394619,23-02-2026
59,369,C,X,777,0.146710108,24-02-2026
69,56,C,Y,317,0.0560439,25-02-2026
60,628,A,Y,414,0.287229384,26-02-2026
33,154,D,X,726,0.275293891,27-02-2026
38,804,A,Y,858,0.011588422,28-02-2026
44,944,A,Z,971,0.055034961,01-03-2026
61,243,C,X,292,0.078604523,02-03-2026
46,26,A,Z,438,0.121804313,03-03-2026
30,752,D,X,326,0.083082098,04-03-2026
28,939,A,Y,947,0.032434667,05-03-2026
28,440,D,Y,880,0.254351811,06-03-2026
30,950,C,Y,621,0.142797271,07-03-2026
73,188,C,Y,939,0.066671397,08-03-2026
76,297,B,Z,574,0.052713414,09-03-2026
98,50,C,Z,509,0.149863465,10-03-2026
79,78,D,X,358,0.152468289,11-03-2026
39,603,D,Y,976,0.298977269,12-03-2026
12,413,B,Y,284,0.222457116,13-03-2026
75,451,A,Y,967,0.031365557,14-03-2026
90,581,D,X,652,0.117299163,15-03-2026
33,333,B,Y,643,0.138427495,16-03-2026
51,721,C,Y,566,0.17026558,17-03-2026
41,301,B,Y,995,0.163874493,18-03-2026
71,592,D,Z,483,0.284616282,19-03-2026
31,738,B,Y,272,0.062942463,20-03-2026
23,100,C,Y,176,0.124871133,21-03-2026
76,768,B,Z,655,0.076531404,22-03-2026
36,591,A,X,467,0.050349704,23-03-2026
85,659,B,Y,336,0.178440873,24-03-2026
69,278,A,Z,606,0.247351067,25-03-2026
64,162,D,Z,534,0.096813212,26-03-2026
5,413,A,Z,554,0.194926523,27-03-2026
50,10,C,Y,146,0.294366655,28-03-2026
30,274,C,X,978,0.121970459,29-03-2026
64,777,B,X,707,0.255054391,30-03-2026
62,623,B,Y,556,0.260944212,31-03-2026
92,341,D,Z,125,0.105097614,01-04-2026
84,538,D,Z,467,0.04318259,02-04-2026
91,296,C,X,984,0.129000619,03-04-2026
27,856,D,X,224,0.252444734,04-04-2026
74,774,C,X,907,0.080210619,05-04-2026
51,635,D,Y,274,0.113775283,06-04-2026
96,57,B,Y,887,0.232131905,07-04-2026
95,839,A,X,814,0.096482269,08-04-2026
18,802,D,Y,320,0.285649187,09-04-2026
72,683,D,Y,170,0.270848426,10-04-2026
57,739,B,Y,832,0.079660035,11-04-2026
36,103,C,Y,733,0.13213764,12-04-2026
74,285,C,Z,142,0.203817319,13-04-2026
93,139,C,X,935,0.120946723,14-04-2026
48,170,D,X,414,0.212033511,15-04-2026
49,878,B,Z,699,0.065425125,16-04-2026
72,997,A,X,806,0.197260407,17-04-2026
68,605,B,Y,559,0.243239381,18-04-2026
72,775,C,X,,0.053630129,19-04-2026
63,308,A,Y,281,0.081441763,20-04-2026
73,14,C,X,299,0.141230948,21-04-2026
38,399,D,X,521,0.035540134,22-04-2026
6,70,D,Y,928,0.076095148,23-04-2026
98,945,B,Z,588,0.071292708,24-04-2026
56,851,C,X,562,0.113870913,25-04-2026
93,547,B,Y,296,0.055160661,26-04-2026
47,301,B,Z,668,0.188763679,27-04-2026
39,123,B,Y,860,0.249992808,28-04-2026
50,283,B,X,224,0.207425053,29-04-2026
9,562,A,X,563,0.154618517,30-04-2026
66,132,D,Y,401,0.170128777,01-05-2026
67,418,A,Z,639,0.129205704,02-05-2026
63,95,B,Z,368,0.032125385,03-05-2026
17,930,A,X,460,0.01756462,04-05-2026
62,987,A,Z,302,0.077484351,05-05-2026
67,435,D,X,264,0.270235009,06-05-2026
12,679,C,X,735,0.192378514,07-05-2026
32,187,D,Z,934,0.101817408,08-05-2026
11,334,D,Y,235,0.026356446,09-05-2026
21,638,A,Z,841,0.16667912,10-05-2026
15,536,D,Z,402,0.057183992,11-05-2026
53,74,A,Y,517,0.184527464,12-05-2026
72,484,B,Y,393,0.179418269,13-05-2026
30,829,C,X,845,0.258024816,14-05-2026
6,302,C,X,635,0.296846608,15-05-2026
15,686,D,Y,949,0.257122673,16-05-2026
80,914,A,Y,764,0.188107752,17-05-2026
52,715,D,X,797,0.02646652,18-05-2026
33,90,D,Y,285,0.204914635,19-05-2026
24,369,D,X,408,0.136539734,20-05-2026
92,583,D,Z,405,0.147564759,21-05-2026
7,890,D,Y,432,0.234170411,22-05-2026
74,250,D,Z,714,0.136103557,23-05-2026
66,367,A,Z,449,0.079918546,24-05-2026
76,641,D,X,257,0.038917562,25-05-2026
88,304,A,Z,669,0.001529976,26-05-2026
71,738,B,X,840,0.261918769,27-05-2026
41,473,D,X,144,0.156023908,28-05-2026
61,998,A,Z,270,0.073700217,29-05-2026
37,864,A,Y,946,0.087984202,30-05-2026
13,880,A,X,326,0.19360423,31-05-2026
36,297,D,X,482,0.097016121,01-06-2026
63,102,D,Y,937,0.117410575,02-06-2026
70,561,C,Z,366,0.123822133,03-06-2026
63,452,A,X,895,0.296668549,04-06-2026
59,753,A,Y,577,0.034514932,05-06-2026
77,296,B,Z,243,0.119114361,06-06-2026
19,69,C,Y,831,0.058187141,07-06-2026
1,40,D,Y,124,0.267143183,08-06-2026
2,775,C,Y,275,0.039976283,09-06-2026
85,51,C,Y,449,0.209442736,10-06-2026
78,101,D,Z,793,0.20894912,11-06-2026
91,944,D,Z,958,0.086992126,12-06-2026
22,858,C,X,787,0.073130926,13-06-2026
79,524,B,Y,129,0.245816171,14-06-2026
14,136,D,Y,992,0.118415799,15-06-2026
68,30,A,X,605,0.078899667,16-06-2026
18,952,B,Y,183,0.16063324,17-06-2026
6,943,D,Z,527,0.118099314,18-06-2026
27,14,C,Z,810,0.133335038,19-06-2026
64,196,A,X,534,0.175130455,20-06-2026
28,104,A,Z,645,0.133092456,21-06-2026
42,20,A,Z,151,0.055016645,22-06-2026
14,658,A,X,254,0.154315061,23-06-2026
46,937,A,X,442,0.27994661,24-06-2026
49,138,B,Z,145,0.268597222,25-06-2026
57,713,B,X,208,0.232541977,26-06-2026
59,721,A,X,828,0.28786942,27-06-2026
18,845,B,Z,191,0.107625218,28-06-2026
87,985,A,Z,752,0.107222514,29-06-2026
96,74,D,X,848,0.103112542,30-06-2026
90,873,A,X,773,0.14243756,01-07-2026
93,902,C,X,305,0.153917422,02-07-2026
78,254,A,X,368,0.250941461,03-07-2026
8,890,A,Z,965,0.09960707,04-07-2026
27,320,B,Y,680,0.277517006,05-07-2026
18,500,D,Y,843,0.239033799,06-07-2026
69,549,A,X,455,0.147654703,07-07-2026
44,47,A,Y,233,0.110828244,08-07-2026
48,473,B,X,184,0.08624522,09-07-2026
95,632,C,X,966,0.059179005,10-07-2026
93,660,C,Y,883,0.246151073,11-07-2026
73,320,C,Y,227,0.097271196,12-07-2026
59,84,C,Z,631,0.110198804,13-07-2026
28,248,D,X,929,0.069293089,14-07-2026
7,442,C,X,770,0.293391699,15-07-2026
8,520,D,X,233,0.288376665,16-07-2026
54,484,A,Y,805,0.25997886,17-07-2026
27,296,B,Z,906,0.152326728,18-07-2026
76,452,B,Z,313,0.194565439,19-07-2026
38,593,C,X,430,0.083085269,20-07-2026
94,742,B,X,178,0.296392016,21-07-2026
50,395,B,Y,151,0.078475093,22-07-2026
21,209,C,X,816,0.114841125,23-07-2026
94,475,D,X,388,0.07691917,24-07-2026
57,807,D,Y,352,0.217163363,25-07-2026
62,844,A,Z,401,0.227449131,26-07-2026
56,83,D,X,113,0.263507602,27-07-2026
93,740,D,n,,,28-07-2026
24,217,C,Y,933,0.220328037,29-07-2026
58,178,D,X,602,0.29646447,30-07-2026
10,371,B,X,365,0.271738199,31-07-2026
1,597,A,Y,278,0.278977002,01-08-2026
20,464,D,Z,333,0.080754287,02-08-2026
72,266,D,Y,257,0.225461171,03-08-2026
51,647,D,Y,835,0.073525401,04-08-2026
39,899,B,X,147,0.16273926,05-08-2026
68,984,C,Y,115,0.220743234,06-08-2026
31,574,D,Z,138,0.008611375,07-08-2026
38,436,C,Z,232,0.239125214,08-08-2026
57,840,C,Z,913,0.037633813,09-08-2026
6,452,B,Z,306,0.244325127,10-08-2026
60,372,B,Y,871,0.196178083,11-08-2026
81,212,B,Y,315,0.002145236,12-08-2026
91,366,B,Y,956,0.130004548,13-08-2026
62,552,A,Z,840,0.151682179,14-08-2026
32,911,C,Y,507,0.001754013,15-08-2026
71,134,B,Y,781,0.277922031,16-08-2026
90,532,B,X,880,0.043845704,17-08-2026
76,367,A,X,631,0.194294528,18-08-2026
18,376,D,Y,360,0.271639883,19-08-2026
32,745,C,X,534,0.180509604,20-08-2026
32,195,C,X,344,0.26949281,21-08-2026
85,754,A,Y,567,0.141396305,22-08-2026
91,683,C,Z,330,0.288347525,23-08-2026
40,974,A,Z,404,0.256370267,24-08-2026
51,409,D,Z,294,0.26215618,25-08-2026
75,545,D,Z,342,0.06029523,26-08-2026
39,615,C,Y,706,0.00984584,27-08-2026
69,326,A,Y,204,0.032605557,28-08-2026
40,812,D,X,635,0.108058251,29-08-2026
80,952,C,Z,284,0.293164026,30-08-2026
14,28,C,Y,418,0.222481529,31-08-2026
36,619,B,Z,986,0.231909026,01-09-2026
12,1,C,Y,424,0.038747178,02-09-2026
76,274,C,Y,311,0.175073735,03-09-2026
55,123,D,Z,859,0.108396049,04-09-2026
37,873,D,X,123,0.264032982,05-09-2026
83,359,B,X,500,0.103945381,06-09-2026
76,592,C,X,171,0.271767607,07-09-2026
52,411,D,X,632,0.059705274,08-09-2026
35,591,A,Z,858,0.082393567,09-09-2026
59,409,B,X,341,0.204034981,10-09-2026
81,707,A,X,585,0.112602611,11-09-2026
29,90,C,Z,899,0.226163846,12-09-2026
10,777,B,X,775,0.289338916,13-09-2026
9,951,D,Y,159,0.170334183,14-09-2026
18,191,C,Z,203,0.035165377,15-09-2026
93,461,C,X,935,0.204955287,16-09-2026
26,604,C,X,476,0.184162188,17-09-2026
95,529,A,X,312,0.038875121,18-09-2026
60,883,A,Z,892,0.298885864,19-09-2026
95,532,B,Z,464,0.106997267,20-09-2026
60,55,D,Z,914,0.048072649,21-09-2026
59,185,A,Z,752,0.153852713,22-09-2026
19,891,A,Y,755,0.072154244,23-09-2026
13,633,B,Z,576,0.044817133,24-09-2026
2,881,B,Z,522,0.211468827,25-09-2026
28,380,C,X,353,0.004454166,26-09-2026
11,233,D,Z,704,0.154877062,27-09-2026
68,191,C,Z,623,0.203014973,28-09-2026
62,138,A,Y,642,0.171721002,29-09-2026
17,141,B,X,439,0.23223418,30-09-2026
28,950,B,X,672,0.017993034,01-10-2026
7,975,D,Z,838,0.093387863,02-10-2026
1,960,B,Y,588,0.253255406,03-10-2026
8,850,B,X,575,0.121375172,04-10-2026
26,241,A,Y,710,0.057785836,05-10-2026
68,773,D,Z,284,0.102065726,06-10-2026
60,408,A,X,960,0.054745332,07-10-2026
37,360,A,Y,975,0.292616076,08-10-2026
45,59,A,X,778,0.232940649,09-10-2026
86,418,A,Y,704,0.061676718,10-10-2026
73,774,B,Z,581,0.263305599,11-10-2026
39,92,C,Z,941,0.102040517,12-10-2026
43,526,D,Z,200,0.244576397,13-10-2026
98,317,B,Z,915,0.184704556,14-10-2026
37,982,A,Z,874,0.011349555,15-10-2026
69,685,C,Z,492,0.18960589,16-10-2026
92,548,A,Z,371,0.268298424,17-10-2026
14,79,A,X,347,0.159615016,18-10-2026
14,19,A,Z,945,0.166514144,19-10-2026
42,942,B,Z,997,0.089795911,20-10-2026
73,57,B,X,730,0.250609718,21-10-2026
7,888,D,Y,661,0.168401662,22-10-2026
95,56,A,Z,701,0.290836242,23-10-2026
13,336,B,X,709,0.118062842,24-10-2026
99,446,D,Y,274,0.020789433,25-10-2026
4,747,C,Y,404,0.143538101,26-10-2026
17,944,D,Y,309,0.051935008,27-10-2026
6,63,D,X,405,0.18840102,28-10-2026
41,529,C,X,566,0.068842621,29-10-2026
56,363,D,X,327,0.230120185,30-10-2026
30,805,C,X,841,0.129683904,31-10-2026
54,221,B,X,627,0.252783209,01-11-2026
23,695,D,Y,273,0.274663297,02-11-2026
24,321,A,Y,491,0.237508198,03-11-2026
37,875,A,Z,172,0.203904337,04-11-2026
60,607,B,Y,,0.145736346,05-11-2026
35,41,A,Z,263,0.251014212,06-11-2026
71,617,C,Y,474,0.222119974,07-11-2026
7,430,C,X,466,0.29786453,08-11-2026
89,907,B,Y,713,0.068826867,09-11-2026
77,761,C,X,929,0.28162448,10-11-2026
18,665,A,Y,660,0.119491425,11-11-2026
96,147,A,Y,724,0.142146689,12-11-2026
49,290,C,Z,784,0.147626445,13-11-2026
38,298,B,Y,855,0.074869579,14-11-2026
1,775,D,X,807,0.017909351,15-11-2026
75,996,C,Z,811,0.121370969,16-11-2026
5,698,A,X,206,0.040430469,17-11-2026
96,512,B,Z,106,0.001257878,18-11-2026
61,750,D,Z,230,0.164451625,19-11-2026
11,451,B,X,667,0.138488204,20-11-2026
30,375,C,X,100,0.193716042,21-11-2026
98,624,B,X,871,0.162646374,22-11-2026
14,337,D,Z,803,0.009412675,23-11-2026
20,671,B,Y,548,0.238950227,24-11-2026
42,254,D,Y,465,0.0077626,25-11-2026
77,627,C,Y,589,0.214568798,26-11-2026
45,573,D,Z,287,0.234787749,27-11-2026
52,111,C,X,669,0.133012986,28-11-2026
17,755,C,X,521,0.021455305,29-11-2026
38,320,B,X,456,0.258175934,30-11-2026
15,338,A,Y,623,0.153079097,01-12-2026
37,288,A,Y,461,0.192887944,02-12-2026
5,700,A,Z,493,0.070608369,03-12-2026
48,505,A,Y,729,0.183040242,04-12-2026
1,662,D,Z,100,0.151483655,05-12-2026
50,737,C,X,101,0.042386723,06-12-2026
38,446,A,Z,495,0.022042219,07-12-2026
76,88,B,X,970,0.272780092,08-12-2026
45,498,D,Y,595,0.238457798,09-12-2026
70,190,D,Y,647,0.004394692,10-12-2026
17,636,C,Y,618,0.137425905,11-12-2026
17,925,D,Y,287,0.295872626,12-12-2026
11,732,B,Y,604,0.071097087,13-12-2026
6,780,D,Y,841,0.14758242,14-12-2026
